IQ-TREE multicore version 2.0.3 for Linux 64-bit built Dec 20 2020
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor,
Heiko Schmidt, Dominik Schrempf, Michael Woodhams.

Host:    fat02 (AVX512, FMA3, 3023 GB RAM)
Command: iqtree -s virus5_rdrp.mafft.trimal.fasta -T auto -m MFP -b 1000 -redo
Seed:    313020 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Mon Aug 14 20:27:28 2023
Kernel:  AVX+FMA - auto-detect threads (96 CPU cores detected)

Reading alignment file virus5_rdrp.mafft.trimal.fasta ... Fasta format detected
Alignment most likely contains protein sequences
Alignment has 12 sequences with 715 columns, 607 distinct patterns
421 parsimony-informative, 167 singleton sites, 127 constant sites
WARNING: Some sequence names are changed as follows:
YP_009225665.1[Panax_notoginseng_virus_A] -> YP_009225665.1_Panax_notoginseng_virus_A_
AWX94599.1_[Panax_notoginseng_virus_B] -> AWX94599.1__Panax_notoginseng_virus_B_
QFS21891.1[Taro-associated_totivirus_L] -> QFS21891.1_Taro-associated_totivirus_L_
AOX47549.1[Pterostylis_sanguinea_totivirus_A] -> AOX47549.1_Pterostylis_sanguinea_totivirus_A_
AOX47551.1[Pterostylis_sanguinea_totivirus_A] -> AOX47551.1_Pterostylis_sanguinea_totivirus_A_
UUY86183.1[Loquat_associated_totivirus_1] -> UUY86183.1_Loquat_associated_totivirus_1_
UVG55946.1[Poaceae_Liege_totivirus_14] -> UVG55946.1_Poaceae_Liege_totivirus_14_
WEL36415.1[Bursera_graveolens_associated_totivirus_1] -> WEL36415.1_Bursera_graveolens_associated_totivirus_1_
YP_009507835.1[Xanthophyllomyces_dendrorhous_virus_L1B] -> YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_
YP_001497151.1[Black_raspberry_virus_F] -> YP_001497151.1_Black_raspberry_virus_F_
NP_620495.1[Saccharomyces_cerevisiae_virus_L-A] -> NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_

                                                         Gap/Ambiguity  Composition  p-value
   1  virus5_rdrp                                               21.96%    passed     91.23%
   2  YP_009225665.1_Panax_notoginseng_virus_A_                  0.00%    passed     99.36%
   3  AWX94599.1__Panax_notoginseng_virus_B_                     0.00%    passed     99.88%
   4  QFS21891.1_Taro-associated_totivirus_L_                    0.00%    passed     97.40%
   5  AOX47549.1_Pterostylis_sanguinea_totivirus_A_              4.34%    passed     99.49%
   6  AOX47551.1_Pterostylis_sanguinea_totivirus_A_              3.08%    passed     97.59%
   7  UUY86183.1_Loquat_associated_totivirus_1_                  0.00%    passed     33.88%
   8  UVG55946.1_Poaceae_Liege_totivirus_14_                     0.28%    passed     99.90%
   9  WEL36415.1_Bursera_graveolens_associated_totivirus_1_      0.00%    passed     82.36%
  10  YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_    3.92%    passed     72.31%
  11  YP_001497151.1_Black_raspberry_virus_F_                    0.00%    passed     99.59%
  12  NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_            2.94%    passed     56.92%
****  TOTAL                                                      3.04%  0 sequences failed composition chi2 test (p-value<5%; df=19)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds
Measuring multi-threading efficiency up to 96 CPU cores
Increase to 10 rounds for branch lengths
758 trees examined
Threads: 1 / Time: 96.071 sec / Speedup: 1.000 / Efficiency: 100% / LogL: -13557
Threads: 2 / Time: 78.559 sec / Speedup: 1.223 / Efficiency: 61% / LogL: -13557
Threads: 3 / Time: 77.542 sec / Speedup: 1.239 / Efficiency: 41% / LogL: -13557
BEST NUMBER OF THREADS: 2

Perform fast likelihood tree search using LG+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -13204.388
Optimal log-likelihood: -13204.283
Proportion of invariable sites: 0.081
Gamma shape alpha: 0.802
Parameters optimization took 1 rounds (0.032 sec)
Time for fast ML tree search: 0.258 seconds

NOTE: ModelFinder requires 11 MB RAM!
ModelFinder will test up to 546 protein models (sample size: 715) ...
 No. Model         -LnL         df  AIC          AICc         BIC
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13064.853 / Time: 0h:0m:3s (0h:0m:10s left)
Iteration 40 / LogL: -13064.865 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13068.039 / Time: 0h:0m:5s (0h:0m:6s left)
Iteration 60 / LogL: -13065.425 / Time: 0h:0m:6s (0h:0m:5s left)
UPDATE BEST LOG-LIKELIHOOD: -13064.848
Iteration 70 / LogL: -13064.848 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13065.408 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13064.855 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13065.550 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 105 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13064.848
Optimal log-likelihood: -13064.844
Gamma shape alpha: 0.591
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13064.844
Total tree length: 9.555

Total number of iterations: 105
CPU time used for tree search: 21.364 sec (0h:0m:21s)
Wall-clock time used for tree search: 10.805 sec (0h:0m:10s)
Total CPU time used: 21.781 sec (0h:0m:21s)
Total wall-clock time used: 11.016 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 214

Creating bootstrap alignment (seed: 313233)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13513.646
2. Current log-likelihood: -13291.229
3. Current log-likelihood: -13282.141
4. Current log-likelihood: -13281.869
Optimal log-likelihood: -13281.842
Gamma shape alpha: 0.609
Parameters optimization took 4 rounds (0.128 sec)
Computing ML distances based on estimated model parameters... 0.017 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13279.967
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.129 second
Computing log-likelihood of 97 initial trees ... 0.708 seconds
Current best score: -13279.967

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13269.634
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -13269.522
Iteration 10 / LogL: -13270.049 / Time: 0h:0m:2s
Iteration 20 / LogL: -13270.285 / Time: 0h:0m:2s
Finish initializing candidate tree set (3)
Current best tree score: -13269.522 / CPU time: 2.747
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13269.647 / Time: 0h:0m:4s (0h:0m:10s left)
Iteration 40 / LogL: -13277.517 / Time: 0h:0m:5s (0h:0m:7s left)
Iteration 50 / LogL: -13278.075 / Time: 0h:0m:5s (0h:0m:6s left)
Iteration 60 / LogL: -13269.756 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13269.716 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13280.150 / Time: 0h:0m:9s (0h:0m:2s left)
UPDATE BEST LOG-LIKELIHOOD: -13269.521
Iteration 90 / LogL: -13269.521 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13284.071 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13269.521
Optimal log-likelihood: -13269.520
Gamma shape alpha: 0.599
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13269.520
Total tree length: 11.010

Total number of iterations: 103
CPU time used for tree search: 22.384 sec (0h:0m:22s)
Wall-clock time used for tree search: 11.324 sec (0h:0m:11s)
Total CPU time used: 22.806 sec (0h:0m:22s)
Total wall-clock time used: 11.536 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 215

Creating bootstrap alignment (seed: 313234)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -12866.512
2. Current log-likelihood: -12670.555
3. Current log-likelihood: -12658.759
4. Current log-likelihood: -12658.480
Optimal log-likelihood: -12658.468
Gamma shape alpha: 0.556
Parameters optimization took 4 rounds (0.124 sec)
Computing ML distances based on estimated model parameters... 0.017 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12678.935
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.126 second
Computing log-likelihood of 98 initial trees ... 0.709 seconds
Current best score: -12658.468

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12658.467
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -12651.510
Iteration 10 / LogL: -12651.556 / Time: 0h:0m:1s
Iteration 20 / LogL: -12672.592 / Time: 0h:0m:2s
Finish initializing candidate tree set (4)
Current best tree score: -12651.510 / CPU time: 2.541
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12651.515 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -12651.521 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -12651.522 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -12657.194 / Time: 0h:0m:6s (0h:0m:4s left)
UPDATE BEST LOG-LIKELIHOOD: -12651.508
Iteration 70 / LogL: -12651.939 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12665.113 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -12651.861 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -12658.803 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12651.508
Optimal log-likelihood: -12651.508
Gamma shape alpha: 0.546
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12651.508
Total tree length: 9.806

Total number of iterations: 103
CPU time used for tree search: 20.983 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.626 sec (0h:0m:10s)
Total CPU time used: 21.395 sec (0h:0m:21s)
Total wall-clock time used: 10.834 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 216

Creating bootstrap alignment (seed: 313235)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13578.986
2. Current log-likelihood: -13354.560
3. Current log-likelihood: -13345.873
4. Current log-likelihood: -13345.660
Optimal log-likelihood: -13345.651
Gamma shape alpha: 0.606
Parameters optimization took 4 rounds (0.125 sec)
Computing ML distances based on estimated model parameters... 0.018 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13346.782
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.129 second
Computing log-likelihood of 97 initial trees ... 0.708 seconds
Current best score: -13345.651

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13328.782
Iteration 10 / LogL: -13330.167 / Time: 0h:0m:2s
Iteration 20 / LogL: -13328.939 / Time: 0h:0m:3s
Finish initializing candidate tree set (3)
Current best tree score: -13328.782 / CPU time: 3.226
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 27: -13328.304
Iteration 30 / LogL: -13328.307 / Time: 0h:0m:4s (0h:0m:15s left)
Iteration 40 / LogL: -13333.980 / Time: 0h:0m:5s (0h:0m:12s left)
Iteration 50 / LogL: -13334.078 / Time: 0h:0m:6s (0h:0m:10s left)
Iteration 60 / LogL: -13330.161 / Time: 0h:0m:7s (0h:0m:8s left)
Iteration 70 / LogL: -13329.416 / Time: 0h:0m:8s (0h:0m:7s left)
Estimate model parameters (epsilon = 0.100)
UPDATE BEST LOG-LIKELIHOOD: -13328.285
Iteration 80 / LogL: -13328.930 / Time: 0h:0m:9s (0h:0m:5s left)
Iteration 90 / LogL: -13328.418 / Time: 0h:0m:10s (0h:0m:4s left)
Iteration 100 / LogL: -13333.892 / Time: 0h:0m:12s (0h:0m:3s left)
Iteration 110 / LogL: -13330.201 / Time: 0h:0m:13s (0h:0m:2s left)
Iteration 120 / LogL: -13340.082 / Time: 0h:0m:13s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 128 ITERATIONS / Time: 0h:0m:14s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13328.285
Optimal log-likelihood: -13328.284
Gamma shape alpha: 0.593
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13328.284
Total tree length: 10.565

Total number of iterations: 128
CPU time used for tree search: 28.748 sec (0h:0m:28s)
Wall-clock time used for tree search: 14.525 sec (0h:0m:14s)
Total CPU time used: 29.158 sec (0h:0m:29s)
Total wall-clock time used: 14.732 sec (0h:0m:14s)

===> START BOOTSTRAP REPLICATE NUMBER 217

Creating bootstrap alignment (seed: 313236)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -12858.382
2. Current log-likelihood: -12640.865
3. Current log-likelihood: -12632.636
4. Current log-likelihood: -12632.467
Optimal log-likelihood: -12632.458
Gamma shape alpha: 0.573
Parameters optimization took 4 rounds (0.129 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12585.273
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.126 second
Computing log-likelihood of 97 initial trees ... 0.710 seconds
Current best score: -12585.273

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12578.038
Iteration 10 / LogL: -12578.042 / Time: 0h:0m:2s
Iteration 20 / LogL: -12588.688 / Time: 0h:0m:3s
Finish initializing candidate tree set (6)
Current best tree score: -12578.038 / CPU time: 3.622
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12606.008 / Time: 0h:0m:4s (0h:0m:11s left)
Iteration 40 / LogL: -12589.581 / Time: 0h:0m:5s (0h:0m:8s left)
Iteration 50 / LogL: -12578.042 / Time: 0h:0m:6s (0h:0m:7s left)
Iteration 60 / LogL: -12578.058 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -12602.981 / Time: 0h:0m:8s (0h:0m:4s left)
Iteration 80 / LogL: -12602.913 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -12602.530 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -12602.527 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:12s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12578.038
Optimal log-likelihood: -12578.037
Gamma shape alpha: 0.567
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12578.037
Total tree length: 9.163

Total number of iterations: 102
CPU time used for tree search: 23.379 sec (0h:0m:23s)
Wall-clock time used for tree search: 11.820 sec (0h:0m:11s)
Total CPU time used: 23.788 sec (0h:0m:23s)
Total wall-clock time used: 12.025 sec (0h:0m:12s)

===> START BOOTSTRAP REPLICATE NUMBER 218

Creating bootstrap alignment (seed: 313237)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13122.856
2. Current log-likelihood: -12933.324
3. Current log-likelihood: -12927.831
Optimal log-likelihood: -12927.746
Gamma shape alpha: 0.661
Parameters optimization took 3 rounds (0.103 sec)
Computing ML distances based on estimated model parameters... 0.013 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12933.348
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.120 second
Computing log-likelihood of 96 initial trees ... 0.685 seconds
Current best score: -12920.304

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12905.270
Iteration 10 / LogL: -12909.500 / Time: 0h:0m:1s
Iteration 20 / LogL: -12905.286 / Time: 0h:0m:2s
Finish initializing candidate tree set (2)
Current best tree score: -12905.270 / CPU time: 2.699
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12905.598 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -12911.511 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -12909.211 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -12909.605 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -12905.364 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12909.179 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -12923.883 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -12905.723 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12905.270
Optimal log-likelihood: -12905.268
Gamma shape alpha: 0.654
Parameters optimization took 1 rounds (0.018 sec)
BEST SCORE FOUND : -12905.268
Total tree length: 8.661

Total number of iterations: 102
CPU time used for tree search: 20.500 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.378 sec (0h:0m:10s)
Total CPU time used: 20.876 sec (0h:0m:20s)
Total wall-clock time used: 10.567 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 219

Creating bootstrap alignment (seed: 313238)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13531.991
2. Current log-likelihood: -13327.957
3. Current log-likelihood: -13320.407
4. Current log-likelihood: -13320.236
Optimal log-likelihood: -13320.229
Gamma shape alpha: 0.631
Parameters optimization took 4 rounds (0.122 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13290.345
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.117 second
Computing log-likelihood of 98 initial trees ... 0.696 seconds
Current best score: -13290.345

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13289.632
Iteration 10 / LogL: -13289.964 / Time: 0h:0m:1s
Iteration 20 / LogL: -13289.646 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -13289.632 / CPU time: 2.867
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
UPDATE BEST LOG-LIKELIHOOD: -13289.632
Iteration 30 / LogL: -13289.642 / Time: 0h:0m:4s (0h:0m:10s left)
Iteration 40 / LogL: -13289.659 / Time: 0h:0m:5s (0h:0m:8s left)
Iteration 50 / LogL: -13294.865 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13289.670 / Time: 0h:0m:8s (0h:0m:5s left)
Iteration 70 / LogL: -13297.152 / Time: 0h:0m:17s (0h:0m:7s left)
Iteration 80 / LogL: -13296.377 / Time: 0h:0m:27s (0h:0m:7s left)
Iteration 90 / LogL: -13295.133 / Time: 0h:0m:31s (0h:0m:3s left)
Iteration 100 / LogL: -13289.659 / Time: 0h:0m:32s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:33s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13289.632
Optimal log-likelihood: -13289.632
Gamma shape alpha: 0.629
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13289.632
Total tree length: 9.819

Total number of iterations: 102
CPU time used for tree search: 65.374 sec (0h:1m:5s)
Wall-clock time used for tree search: 32.865 sec (0h:0m:32s)
Total CPU time used: 65.754 sec (0h:1m:5s)
Total wall-clock time used: 33.056 sec (0h:0m:33s)
